Group Description,Group Code
"Manufacture of fertilizers and nitrogen compounds

This class includes :
Manufacture of fertilizers : straight or complex nitrogenous, phosphatic or potassic fertilizers, urea, crude natural phosphates and crude natural potassium salts
Manufacture of associated nitrogen products : nitric and sulfonitric acids, ammonia, ammonium chloride, ammonium carbonate, nitrites and nitrates of potassium
Manufacture of potting soil with peat as main constituent
Manufacture of potting soil mixtures of natural soil, sand, clays and minerals
This class excludes :
Mining of guano, see 0891;
Manufacture of agro-chemical products, such as pesticides, see 2021;
Operation of compost dumps, see 3821.",20120
"Manufacture of synthetic rubber and factice derived from oils, in primary forms",20131
"Production   of  mixtures  of  synthetic rubber and natural rubber or rubber-like gums (e.g., balata), in primary forms",20132
Manufacture of plastic synthetic resins,20133
Manufacture of plastic materials except man-made fiber and glass fiber,20134
"Manufacture of pesticides and other agro-chemical products

This class includes :
Manufacture of insecticides, rodenticides, fungicides, herbicides
Manufacture of anti-sprouting products, plant growth regulators
Manufacture of disinfectants (for agricultural and other use)
Manufacture of other agro-chemical products, n.e.c.
This class excludes manufacture of fertilizers and nitrogen compounds, see 2012.",20210
Manufacture of paints,20221
"Manufacture of varnishes, lacquers, shellac and stains",20222
"Manufacture of paint removers, thinners, and brush cleaners",20223
Manufacture of pigments and other coloring matter of a kind used in the manufacture of paints or by artists or other painters,20224
Manufacture of printing ink,20225
"Manufacture of paint products, n.e.c.",20229
Manufacture of soap and detergents,20231
"Manufacture of cleaning preparations, except soap and detergents",20232
Manufacture of waxes and polishing preparations,20233
"Manufacture of perfumes, cosmetics and other toilet preparations",20234
"Manufacture of explosives, fireworks and firecrackers",20291
Manufacture of matches,20292
Manufacture of writing and drawing ink,20293
Manufacture of glues and adhesives,20294
Manufacture of activated carbon,20295
"Manufacture of miscellaneous chemical products, n.e.c.",20299
Manufacture of synthetic or artificial filament yarn,20301
"Manufacture of man-made filament tow or staple fibers, except glass fiber",20302
"Manufacture of drugs and medicines including biological products such as bacterial and virus vaccines, sera and plasma",21001
"Manufacture of surgical dressings, medicated wadding , fracture bandages, catgut, and other prepared sutures",21002
Manufacture of rubber tires (including parts) and tubes,22111
Retreading and rebuilding of tires,22112
Manufacture of rubber garments,22191
"Manufacture of industrial and other molded rubber products, excluding tires and tubes",22192
"Manufacture  of  other  rubber products, n.e.c.",22199
"Manufacture of plastic articles for packing goods (e.g. boxes, bags, sacks, etc)",22201
Manufacture of plastic household wares,22202
Manufacture of plastic furniture fittings,22203
Manufacture of plastic pipes and tubes,22204
"Manufacture of other plastic, industrial /office/school supplies",22205
"Manufacture of primary plastic products (e.g. sheets, film, plates, etc.)",22206
Manufacture of linoleum and hard surface floor coverings,22207
"Manufacture of plastic window and doorscreen, shades and venetian blinds",22208
"Manufacture of plastics products, n.e.c.",22209
Manufacture of flat glass (including float glass),23101
Manufacture of glass containers,23102
Manufacture of glass fibers (including glass wool) and yarn of glass fibers,23103
"Manufacture of glass and glass products, n.e.c.",23109
"Manufacture of refractory products

This class includes :
Manufacture of refractory mortars, concretes etc.
Manufacture of refractory ceramic goods :
heat-insulating ceramic goods of siliceous fossil meals
refractory bricks, blocks and tiles, etc.
retorts, crucibles, muffles, nozzles, tubes, pipes, etc.
Manufacture of refractory articles containing magnesite, dolomite or chromite",23910
"Manufacture of clay building materials

This class includes :
Manufacture of non-refractory ceramic hearth or wall tiles, mosaic cubes, etc.
Manufacture of non-refractory ceramic flags and paving
Manufacture of structural non-refractory clay building materials :
ceramic bricks, roofing tiles, chimney pots, pipes, conduits, etc.
Manufacture of flooring blocks in baked clay
Manufacture of ceramic sanitary fixtures
This class excludes :
Manufacture of artificial stone (e.g. cultured marble), see 2220;
Manufacture of refractory ceramic products, see 2391.",23920
Manufacture of vitreous china tableware and other kitchen articles of a kind commonly used for domestic or toilet purposes,23931
"Manufacture of articles of porcelain or china, stoneware, earthenware, imitation porcelain or common pottery",23932
Manufacture of coarse clay products,23933
"Manufacture of sanitary ware, vitreous china plumbing fittings and fixtures",23934
"Manufacture of other porcelain and ceramic products, n.e.c.",23939
"Manufacture of cement

This group includes manufacture of clinkers and hydraulic cements, including Portland, aluminous cement, slag cement and superphosphate cements.
This class excludes :
Manufacture of refractory mortars, concrete, etc. see 2391;
Manufacture of cements used in dentistry, see 3250;
Manufacture of articles of cement, see 2396;
Manufacture of ready-mix and dry-mix concrete and mortars, see 2396.",23940
Manufacture of lime,23951
Manufacture of plaster,23952
Manufacture of structural concrete products,23961
"Manufacture of articles of concrete, cement and plaster, n.e.c.",23969
"Cutting, shaping and finishing of stone

This class includes :
Cutting, shaping and finishing of stone for use in construction, in cemeteries, on roads, as roofing, etc.
Manufacture of stone furniture
This class excludes :
Production of rough cut stone, i.e. quarrying activities, see 0810;
Production of millstones, abrasives stones and similar products, see 2399;
Activities of sculptors, see 9000.",23970
Manufacture of asphalt products,23991
Manufacture of asbestos products,23992
Manufacture of marble products,23993
Manufacture of abrasive products,23994
"Manufacture of miscellaneous non-metallic mineral products, n.e.c.",23999
Operation of blast furnaces and steel making furnaces,24110
Operation of rolling mills,24121
"Pipes and tubes manufacturing, iron or steel",24122
Manufacture of pipe fittings of iron or steel,24123
"Manufacture of galvanized steel sheets, tinplates and other coated metal products made in steel works or rolling mills",24124
"Operation of steel works and rolling mills, n.e.c.",24129
Gold and other precious metal refining,24210
"Non-ferrous smelting and refining , except precious metals",24220
"Non-ferrous rolling, drawing and extrusion mills",24230
Manufacture of pipe fittings of non-ferrous metals,24240
"Manufacture of basic precious and other non-ferrous metals, n.e.c.",24290
Casting/foundry of iron,24311
Casting/foundry of steel,24312
Aluminum and aluminum base alloy casting,24321
"Copper and copper base alloy (brass, bronze) casting",24322
Zinc and zinc alloy casting,24323
"Casting of non-ferrous metal, n.e.c.",24329
"Manufacture of structural steel products and metal components of bridges, smoke stacks and buildings",25111
"Manufacture of other architectural and related metal work (e.g., doors, windows, shutters, gates, etc.)",25112
"Manufacture of  structural metal products, n.e.c.",25119
"Manufacture of tanks, reservoirs and containers of metal

This class includes :
Manufacture of reservoirs, tanks and similar containers of metal, of types normally installed as fixtures for storage or manufacturing use
Manufacture of metal containers for compressed or liquified gas
Manufacture of central heating boilers and radiators
This class excludes :
Manufacture of metal casks, drums, cans, pails, boxes, etc. of a kind normally used for carrying and packing of goods (irrespective of size), see 2599;
Manufacture of transport containers, see 2920;
Manufacture of tanks (armored military vehicles), see 3040.",25120
"Manufacture of steam generators, except central heating hot water boilers

This class includes :
Manufacture of steam or other vapor generators
Manufacture of auxiliary plant for use with steam generators: condensers, economizers, superheaters, steam collectors and accumulators
Manufacture of nuclear reactors, except isotope separators
The term ""nuclear reactor "" covers, in general, all the apparatus and appliances inside the area screened off by the biological shield, including , where appropriate the shield itself. The term also includes any other apparatus or appliances outside the area provided they form an integral part of those contained inside the screen.
Manufacture of parts for marine or power boilers
This class excludes :
Manufacture of central heating hot-water boilers and radiators, see 2512;
Manufacture of boiler-turbine sets, see 2811;
Manufacture of isotope separators, see 2829.",25130
